id;nombre;tipo;comuna;barrio;longitud_m;anio;turno;cantidadFrecuencia
2916;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;125.58;2024;tarde;193
5821;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;73.01;2024;tarde;55
7129;GRIVEO;Ciclovías mano doble;11;Villa Devoto;51.85;2024;tarde;55
14689;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;87.00;2024;tarde;122
19643;USPALLATA;Ciclovías mano doble;4;Parque Patricios;156.00;2024;tarde;0
16861;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;117.01;2024;tarde;0
17994;USPALLATA;Ciclovías mano doble;4;Barracas;134.63;2024;tarde;0
7167;SUIPACHA;Ciclovías mano doble;1;Retiro;165.90;2024;tarde;132
23251;RODO, JOSE E.;Ciclovías mano doble;9;Mataderos;59.53;2024;tarde;28
16624;TACUARI;Ciclovías mano doble;1;Constitucion;125.23;2024;tarde;222
14030;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;106.78;2024;tarde;85
13347;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;98.20;2024;tarde;59
16780;MORON;Ciclovías mano doble;10;Floresta;83.19;2024;tarde;67
5663;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;126.54;2024;tarde;173
7249;MONTEVIDEO;Ciclovías mano doble;2;Recoleta;135.48;2024;tarde;226
2040;TRONADOR;Ciclovías mano doble;12;Coghlan;57.93;2024;tarde;24
28003;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;25.19;2024;tarde;28
4763;GUATEMALA;Ciclovías mano doble;14;Palermo;129.61;2024;tarde;98
20999;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;67.36;2024;tarde;56
9349;OROÑO, NICASIO;Ciclovías mano doble;15;Paternal;118.42;2024;tarde;16
8362;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;143.15;2024;tarde;49
14453;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;131.09;2024;tarde;275
11654;CEVALLOS, VIRREY;Ciclovías mano doble;1;Monserrat;111.58;2024;tarde;275
23113;POLA;Ciclovías mano doble;9;Mataderos;137.27;2024;tarde;70
14778;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;110.72;2024;tarde;100
21557;PEDERNERA;Ciclovías mano doble;7;Flores;120.95;2024;tarde;39
18971;USPALLATA;Ciclovías mano doble;4;Barracas;109.55;2024;tarde;0
3525;LA PAMPA;Ciclovías mano doble;13;Belgrano;27.57;2024;tarde;315
14829;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;159.23;2024;tarde;122
2132;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;102.33;2024;tarde;193
9014;TUCUMAN;Ciclovías mano doble;5;Almagro;117.30;2024;tarde;225
12112;TRES ARROYOS;Ciclovías mano doble;11;Villa Gral. Mitre;72.68;2024;tarde;242
16907;BONIFACIO, JOSE;Ciclovías mano doble;6;Caballito;76.06;2024;tarde;97
827;CUBA;Ciclovías mano doble;13;Nuñez;100.95;2024;tarde;37
13439;CHILE;Ciclovías mano doble;1;Monserrat;40.07;2024;tarde;84
2290;AMENABAR;Ciclovías mano doble;13;Belgrano;129.00;2024;tarde;227
16130;DOBLAS;Ciclovías mano doble;6;Caballito;81.08;2024;tarde;96
3505;LA PAMPA;Ciclovías mano doble;13;Belgrano;125.42;2024;tarde;315
18099;15 DE NOVIEMBRE DE 1889;Ciclovías mano doble;4;Parque Patricios;118.63;2024;tarde;60
6259;HUMBOLDT;Ciclovías mano doble;14;Palermo;153.91;2024;tarde;185
14732;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;95.45;2024;tarde;122
18254;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;54.49;2024;tarde;19
16534;MORON;Ciclovías mano doble;10;Floresta;120.39;2024;tarde;67
9605;TUCUMAN;Ciclovías mano doble;3;Balvanera;118.81;2024;tarde;225
17767;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;122.47;2024;tarde;106
15216;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;136.89;2024;tarde;122
14326;MEXICO;Ciclovías mano doble;5;Almagro;122.63;2024;tarde;93
21738;PRIMERA JUNTA;Ciclovías mano doble;9;Parque Avellaneda;123.77;2024;tarde;39
6705;FRENCH;Ciclovías mano doble;2;Recoleta;128.39;2024;tarde;88
13776;DOBLAS;Ciclovías mano doble;6;Caballito;140.99;2024;tarde;96
12572;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;118.90;2024;tarde;118
19972;PEDERNERA;Ciclovías mano doble;7;Flores;73.11;2024;tarde;39
5384;GORRITI;Ciclovías mano doble;14;Palermo;129.55;2024;tarde;235
8324;URIBURU JOSE E., PRES.;Ciclovías mano doble;2;Recoleta;186.84;2024;tarde;148
14640;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;127.36;2024;tarde;122
1237;QUESADA;Ciclovías mano doble;13;Nuñez;66.33;2024;tarde;24
13091;RINCON;Ciclovías mano doble;3;Balvanera;124.19;2024;tarde;0
12448;TACUARI;Ciclovías mano doble;1;Monserrat;134.04;2024;tarde;222
4768;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;72.33;2024;tarde;315
5814;ROSETI;Ciclovías mano doble;15;Chacarita;109.71;2024;tarde;80
17533;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;64.60;2024;tarde;19
2726;AMENABAR;Ciclovías mano doble;13;Belgrano;110.27;2024;tarde;227
2321;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;126.59;2024;tarde;29
17089;BRASIL;Ciclovías mano doble;4;Parque Patricios;75.75;2024;tarde;93
30232;BLANCO ENCALADA;Ciclovías mano doble;13;Belgrano;42.22;2024;tarde;142
5639;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;128.75;2024;tarde;55
416;SUPERI;Ciclovías mano doble;12;Saavedra;100.38;2024;tarde;315
8295;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;139.05;2024;tarde;49
10333;SARMIENTO;Ciclovías mano doble;1;San Nicolas;126.72;2024;tarde;101
2530;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;100.61;2024;tarde;193
1972;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;103.15;2024;tarde;193
7515;ECUADOR;Ciclovías mano doble;2;Recoleta;93.22;2024;tarde;120
12797;LINIERS VIRREY;Ciclovías mano doble;5;Almagro;139.08;2024;tarde;0
12779;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;67.52;2024;tarde;59
13574;CHILE;Ciclovías mano doble;3;Balvanera;139.36;2024;tarde;84
7810;ARENALES;Ciclovías mano doble;1;Retiro;84.71;2024;tarde;130
14384;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;125.53;2024;tarde;122
3202;MILLER;Ciclovías mano doble;12;Villa Urquiza;25.37;2024;tarde;67
17436;HUGO, VICTOR;Ciclovías mano doble;10;Villa Luro;124.96;2024;tarde;31
5072;ROSETI;Ciclovías mano doble;15;Villa Ortuzar;130.74;2024;tarde;80
11182;SUIPACHA;Ciclovías mano doble;1;San Nicolas;126.69;2024;tarde;132
11907;TRES ARROYOS;Ciclovías mano doble;11;Villa Gral. Mitre;170.10;2024;tarde;242
15090;FRAY CAYETANO RODRIGUEZ;Ciclovías mano doble;7;Flores;50.93;2024;tarde;45
13589;MEXICO;Ciclovías mano doble;3;Balvanera;137.28;2024;tarde;93
9648;URIBURU JOSE E., PRES.;Ciclovías mano doble;3;Balvanera;125.88;2024;tarde;148
17672;BILBAO, FRANCISCO;Ciclovías mano doble;7;Parque Chacabuco;97.97;2024;tarde;11
20687;BALBASTRO;Ciclovías mano doble;7;Flores;116.85;2024;tarde;15
724;CUBA;Ciclovías mano doble;13;Nuñez;100.56;2024;tarde;37
11088;ECUADOR;Ciclovías mano doble;3;Balvanera;141.37;2024;tarde;120
10157;TRES ARROYOS;Ciclovías mano doble;15;Villa Crespo;113.09;2024;tarde;242
15996;TACUARI;Ciclovías mano doble;1;Constitucion;232.63;2024;tarde;222
7711;ARENALES;Ciclovías mano doble;1;Retiro;137.33;2024;tarde;130
2142;TRONADOR;Ciclovías mano doble;12;Coghlan;132.34;2024;tarde;24
28079;SAN MARTIN;Ciclovías mano doble;1;Retiro;80.22;2024;tarde;57
17575;BILBAO, FRANCISCO;Ciclovías mano doble;7;Parque Chacabuco;104.06;2024;tarde;11
10937;BULNES;Ciclovías mano doble;5;Almagro;56.46;2024;tarde;0
10171;MONTEVIDEO;Ciclovías mano doble;1;San Nicolas;134.08;2024;tarde;226
9358;HUMAHUACA;Ciclovías mano doble;5;Almagro;144.55;2024;tarde;245
17119;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;92.56;2024;tarde;106
13277;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Almagro;118.31;2024;tarde;106
17984;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;27.28;2024;tarde;19
23723;POLA;Ciclovías mano doble;9;Mataderos;27.10;2024;tarde;70
9432;HUMAHUACA;Ciclovías mano doble;5;Almagro;135.10;2024;tarde;245
15908;VALLE;Ciclovías mano doble;6;Caballito;117.01;2024;tarde;106
6707;NUEVA YORK;Ciclovías mano doble;15;Agronomia;65.21;2024;tarde;24
12553;DON BOSCO;Ciclovías mano doble;5;Almagro;126.59;2024;tarde;70
15353;ESTADOS UNIDOS;Ciclovías mano doble;5;Boedo;133.58;2024;tarde;156
17779;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;77.79;2024;tarde;0
7359;NUEVA YORK;Ciclovías mano doble;15;Agronomia;147.06;2024;tarde;24
6746;GRIVEO;Ciclovías mano doble;11;Villa Devoto;64.63;2024;tarde;55
3438;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;104.60;2024;tarde;142
1810;MILLER;Ciclovías mano doble;12;Saavedra;97.53;2024;tarde;67
17495;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;133.97;2024;tarde;19
9933;HUMAHUACA;Ciclovías mano doble;5;Almagro;128.11;2024;tarde;245
11810;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;125.94;2024;tarde;105
15501;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;52.54;2024;tarde;60
4905;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;114.05;2024;tarde;315
23273;PATRON;Ciclovías mano doble;9;Liniers;107.26;2024;tarde;43
8696;SAN MARTIN;Ciclovías mano doble;1;Retiro;78.02;2024;tarde;57
12584;AZOPARDO;Ciclovías mano doble;1;Monserrat;137.59;2024;tarde;0
2460;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;100.28;2024;tarde;193
7607;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;109.26;2024;tarde;173
14900;GRANADEROS;Ciclovías mano doble;7;Flores;101.01;2024;tarde;85
30117;CERETTI;Ciclovías mano doble;12;Villa Urquiza;40.02;2024;tarde;61
2950;AMENABAR;Ciclovías mano doble;13;Colegiales;168.54;2024;tarde;227
12496;DON BOSCO;Ciclovías mano doble;5;Almagro;142.09;2024;tarde;70
15649;FALCON, RAMON L.,CNEL.;Ciclovías mano doble;6;Caballito;50.12;2024;tarde;64
15315;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;139.83;2024;tarde;105
13206;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;120.00;2024;tarde;105
9474;TUCUMAN;Ciclovías mano doble;3;Balvanera;94.23;2024;tarde;225
18035;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;30.88;2024;tarde;19
15561;GRANADEROS;Ciclovías mano doble;7;Flores;131.28;2024;tarde;85
17091;PAVON;Ciclovías mano doble;5;Boedo;51.78;2024;tarde;36
8122;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;62.10;2024;tarde;49
5146;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;110.66;2024;tarde;315
4579;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;92.99;2024;tarde;11
20297;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;73.30;2024;tarde;39
18756;LAS CASAS;Ciclovías mano doble;5;Boedo;94.68;2024;tarde;0
15081;MORON;Ciclovías mano doble;7;Flores;106.35;2024;tarde;67
16939;BRASIL;Ciclovías mano doble;1;Constitucion;112.28;2024;tarde;93
1034;AMENABAR;Ciclovías mano doble;13;Nuñez;105.30;2024;tarde;227
17635;HUGO, VICTOR;Ciclovías mano doble;10;Villa Luro;116.99;2024;tarde;31
11955;MISIONES;Ciclovías mano doble;3;Balvanera;126.35;2024;tarde;0
32393;AZOPARDO;Ciclovías mano doble;1;Monserrat;242.14;2024;tarde;0
18612;RONDEAU;Ciclovías mano doble;4;Parque Patricios;133.77;2024;tarde;0
14557;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;127.15;2024;tarde;100
2103;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;128.60;2024;tarde;29
8522;SAN MARTIN;Ciclovías mano doble;1;Retiro;54.94;2024;tarde;57
3078;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;52.99;2024;tarde;44
15651;VALLE;Ciclovías mano doble;6;Caballito;125.99;2024;tarde;106
1726;MILLER;Ciclovías mano doble;12;Saavedra;97.66;2024;tarde;67
9652;TUCUMAN;Ciclovías mano doble;3;Balvanera;129.33;2024;tarde;225
7608;GORRITI;Ciclovías mano doble;14;Palermo;113.41;2024;tarde;235
18211;USPALLATA;Ciclovías mano doble;4;Barracas;153.12;2024;tarde;0
5715;ROSETI;Ciclovías mano doble;15;Chacarita;129.33;2024;tarde;80
31865;SOLER;Ciclovías mano doble;14;Palermo;55.85;2024;tarde;31
1922;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;7.33;2024;tarde;193
20038;BALBASTRO;Ciclovías mano doble;7;Parque Chacabuco;103.60;2024;tarde;15
17368;BOLIVAR;Ciclovías mano doble;4;Barracas;124.21;2024;tarde;27
10728;TRES ARROYOS;Ciclovías mano doble;6;Caballito;109.26;2024;tarde;242
9549;TUCUMAN;Ciclovías mano doble;1;San Nicolas;125.90;2024;tarde;225
13525;CHILE;Ciclovías mano doble;1;Monserrat;143.38;2024;tarde;84
4063;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;112.42;2024;tarde;142
13566;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Almagro;114.69;2024;tarde;106
18094;ITUZAINGO;Ciclovías mano doble;4;Barracas;78.84;2024;tarde;0
11793;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;94.88;2024;tarde;93
12847;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;135.95;2024;tarde;96
11364;IRIGOYEN, BERNARDO DE;Ciclovías mano doble;1;Monserrat;69.56;2024;tarde;125
6546;FRENCH;Ciclovías mano doble;2;Recoleta;114.14;2024;tarde;88
7334;ECUADOR;Ciclovías mano doble;2;Recoleta;128.31;2024;tarde;120
12305;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;136.76;2024;tarde;59
15221;ESTADOS UNIDOS;Ciclovías mano doble;5;Boedo;69.83;2024;tarde;156
26671;UNANUE;Ciclovías mano única;8;Villa Lugano;137.44;2024;tarde;11
10922;ACUÑA DE FIGUEROA, FRANCISCO;Ciclovías mano doble;5;Almagro;140.98;2024;tarde;74
21968;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;58.64;2024;tarde;28
11899;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;138.19;2024;tarde;0
18560;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;142.85;2024;tarde;106
5393;CERETTI;Ciclovías mano doble;12;Villa Urquiza;78.59;2024;tarde;61
3260;MOLDES;Ciclovías mano doble;13;Colegiales;44.30;2024;tarde;64
21593;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;40.66;2024;tarde;28
7438;GRIVEO;Ciclovías mano doble;11;Villa Devoto;147.49;2024;tarde;55
13594;CHILE;Ciclovías mano doble;3;Balvanera;124.90;2024;tarde;84
23680;POLA;Ciclovías mano doble;9;Mataderos;97.90;2024;tarde;70
9624;SAN MARTIN;Ciclovías mano doble;1;San Nicolas;129.98;2024;tarde;57
14852;AZOPARDO;Ciclovías mano doble;1;San Telmo;110.57;2024;tarde;0
4354;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;173.14;2024;tarde;315
23416;PATRON;Ciclovías mano doble;9;Liniers;103.56;2024;tarde;43
12002;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;134.50;2024;tarde;0
2225;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;45.57;2024;tarde;193
13039;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;65.58;2024;tarde;96
21168;POLA;Ciclovías mano doble;9;Liniers;147.72;2024;tarde;70
4143;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;25.83;2024;tarde;315
13278;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;16.95;2024;tarde;85
7881;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;134.86;2024;tarde;173
14873;DIAZ, CESAR, GRAL.;Ciclovías mano doble;10;Floresta;114.87;2024;tarde;96
27657;MILLER;Ciclovías mano doble;12;Saavedra;15.43;2024;tarde;67
16347;MORON;Ciclovías mano doble;10;Floresta;136.80;2024;tarde;67
3658;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;94.31;2024;tarde;315
6038;HUMBOLDT;Ciclovías mano doble;14;Palermo;121.43;2024;tarde;185
12669;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;127.30;2024;tarde;105
17959;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;27.20;2024;tarde;19
11506;TRES ARROYOS;Ciclovías mano doble;6;Caballito;96.17;2024;tarde;242
4740;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;105.06;2024;tarde;11
11053;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;133.50;2024;tarde;93
11399;BOLIVAR;Ciclovías mano doble;1;Monserrat;6.96;2024;tarde;27
6172;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;75.69;2024;tarde;55
11673;TRES ARROYOS;Ciclovías mano doble;11;Villa Gral. Mitre;131.74;2024;tarde;242
29974;SOLER;Ciclovías mano doble;14;Palermo;107.48;2024;tarde;31
6554;GRIVEO;Ciclovías mano doble;11;Villa Devoto;153.17;2024;tarde;55
10803;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;132.97;2024;tarde;93
2443;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;100.08;2024;tarde;44
2508;MILLER;Ciclovías mano doble;12;Villa Urquiza;144.14;2024;tarde;67
10238;SARMIENTO;Ciclovías mano doble;1;San Nicolas;128.74;2024;tarde;101
7713;SUIPACHA;Ciclovías mano doble;1;Retiro;138.89;2024;tarde;132
11521;URIBURU JOSE E., PRES.;Ciclovías mano doble;3;Balvanera;135.18;2024;tarde;148
14587;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;120.44;2024;tarde;122
5345;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;96.90;2024;tarde;315
12682;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Almagro;72.96;2024;tarde;106
17734;BILBAO, FRANCISCO;Ciclovías mano doble;7;Parque Chacabuco;58.19;2024;tarde;11
12666;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;142.78;2024;tarde;96
10071;BILLINGHURST;Ciclovías mano doble;5;Almagro;129.05;2024;tarde;0
9348;TUCUMAN;Ciclovías mano doble;3;Balvanera;133.45;2024;tarde;225
22133;POLA;Ciclovías mano doble;9;Liniers;71.66;2024;tarde;70
8257;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;140.49;2024;tarde;49
2097;SUPERI;Ciclovías mano doble;12;Coghlan;104.34;2024;tarde;315
16891;DEAN FUNES;Ciclovías mano doble;3;San Cristobal;101.11;2024;tarde;31
7505;SUIPACHA;Ciclovías mano doble;1;Retiro;156.27;2024;tarde;132
3143;SUPERI;Ciclovías mano doble;13;Belgrano;129.19;2024;tarde;315
17034;BRASIL;Ciclovías mano doble;1;Constitucion;82.17;2024;tarde;93
363;SUPERI;Ciclovías mano doble;12;Saavedra;100.68;2024;tarde;315
15538;RINCON;Ciclovías mano doble;3;San Cristobal;119.95;2024;tarde;0
11529;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;109.45;2024;tarde;93
13873;CEVALLOS, VIRREY;Ciclovías mano doble;1;Monserrat;140.36;2024;tarde;275
7834;BILLINGHURST;Ciclovías mano doble;2;Recoleta;135.91;2024;tarde;0
17677;DEAN FUNES;Ciclovías mano doble;4;Parque Patricios;108.13;2024;tarde;31
17921;15 DE NOVIEMBRE DE 1889;Ciclovías mano doble;4;Parque Patricios;310.48;2024;tarde;60
6750;AZCUENAGA;Ciclovías mano doble;2;Recoleta;125.14;2024;tarde;109
13958;MEXICO;Ciclovías mano doble;3;Balvanera;143.63;2024;tarde;93
16988;PAVON;Ciclovías mano doble;3;San Cristobal;88.20;2024;tarde;36
370;CUBA;Ciclovías mano doble;13;Nuñez;83.55;2024;tarde;37
14251;AZOPARDO;Ciclovías mano doble;1;San Telmo;124.00;2024;tarde;0
18157;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;129.04;2024;tarde;97
15855;RUIZ DE LOS LLANOS;Ciclovías mano doble;10;Versalles;6.76;2024;tarde;20
17462;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;138.52;2024;tarde;106
14876;RINCON;Ciclovías mano doble;3;San Cristobal;125.01;2024;tarde;0
5588;ROSETI;Ciclovías mano doble;15;Chacarita;103.76;2024;tarde;80
3707;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;123.11;2024;tarde;142
6290;NUEVA YORK;Ciclovías mano doble;15;Agronomia;63.93;2024;tarde;24
24261;POLA;Ciclovías mano doble;9;Mataderos;114.62;2024;tarde;70
19052;BONIFACIO, JOSE;Ciclovías mano doble;10;Floresta;104.91;2024;tarde;97
5107;ROSETI;Ciclovías mano doble;15;Chacarita;96.72;2024;tarde;80
17871;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;50.96;2024;tarde;19
16684;PAVON;Ciclovías mano doble;3;San Cristobal;12.63;2024;tarde;36
9765;HUMAHUACA;Ciclovías mano doble;5;Almagro;100.23;2024;tarde;245
6891;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;135.29;2024;tarde;173
3625;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;96.57;2024;tarde;142
11103;SAN MARTIN;Ciclovías mano doble;1;San Nicolas;129.81;2024;tarde;57
17395;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;127.58;2024;tarde;0
15965;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;81.86;2024;tarde;106
29868;ARENALES;Ciclovías mano doble;1;Retiro;32.71;2024;tarde;130
11348;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;172.38;2024;tarde;105
16019;DEAN FUNES;Ciclovías mano doble;3;San Cristobal;171.63;2024;tarde;31
3860;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;63.83;2024;tarde;142
19612;BONIFACIO, JOSE;Ciclovías mano doble;9;Parque Avellaneda;158.32;2024;tarde;97
3228;MOLDES;Ciclovías mano doble;13;Colegiales;54.90;2024;tarde;64
27069;UNANUE;Ciclovías mano única;8;Villa Lugano;102.83;2024;tarde;11
19950;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;173.46;2024;tarde;56
12113;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;140.67;2024;tarde;93
15066;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;100.41;2024;tarde;106
14671;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;122.62;2024;tarde;122
13136;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;134.39;2024;tarde;59
12156;IRIGOYEN, BERNARDO DE;Ciclovías mano doble;1;Monserrat;122.35;2024;tarde;125
13724;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;136.82;2024;tarde;118
19934;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;105.16;2024;tarde;39
30065;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;110.44;2024;tarde;275
8265;BILLINGHURST;Ciclovías mano doble;2;Recoleta;134.45;2024;tarde;0
8065;CHARCAS;Ciclovías mano doble;2;Recoleta;140.48;2024;tarde;81
503;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;157.81;2024;tarde;44
18876;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;140.43;2024;tarde;106
12255;DON BOSCO;Ciclovías mano doble;5;Almagro;137.86;2024;tarde;70
17277;USPALLATA;Ciclovías mano doble;4;Barracas;116.28;2024;tarde;0
13600;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;137.10;2024;tarde;96
16042;VALLE;Ciclovías mano doble;6;Caballito;73.09;2024;tarde;106
15881;AZOPARDO;Ciclovías mano doble;1;San Telmo;130.03;2024;tarde;0
15858;VALLE;Ciclovías mano doble;6;Caballito;83.46;2024;tarde;106
19494;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;202.91;2024;tarde;56
5989;GODOY CRUZ;Ciclovías mano doble;14;Palermo;105.38;2024;tarde;98
7662;NUEVA YORK;Ciclovías mano doble;15;Agronomia;151.84;2024;tarde;24
1190;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;119.30;2024;tarde;29
4894;DORREGO;Ciclovías mano doble;13;Colegiales;31.33;2024;tarde;82
7807;ARENALES;Ciclovías mano doble;1;Retiro;129.85;2024;tarde;130
14660;CHIVILCOY;Ciclovías mano doble;10;Floresta;137.91;2024;tarde;118
16007;CHIVILCOY;Ciclovías mano doble;10;Floresta;80.51;2024;tarde;118
20926;PEDERNERA;Ciclovías mano doble;7;Flores;187.82;2024;tarde;39
19989;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;148.97;2024;tarde;28
13749;MATHEU;Ciclovías mano doble;3;Balvanera;122.61;2024;tarde;112
26885;UNANUE;Ciclovías mano única;8;Villa Lugano;77.35;2024;tarde;11
23343;POLA;Ciclovías mano doble;9;Mataderos;156.04;2024;tarde;70
13933;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;100.32;2024;tarde;85
5101;ROSETI;Ciclovías mano doble;15;Villa Ortuzar;126.56;2024;tarde;80
3578;LA PAMPA;Ciclovías mano doble;13;Belgrano;80.15;2024;tarde;315
15320;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;138.56;2024;tarde;0
5616;CERETTI;Ciclovías mano doble;12;Villa Urquiza;134.99;2024;tarde;61
21309;PATRON;Ciclovías mano doble;9;Liniers;104.30;2024;tarde;43
8757;PADILLA;Ciclovías mano doble;15;Villa Crespo;129.85;2024;tarde;86
30016;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;25.17;2024;tarde;44
8866;ACUÑA DE FIGUEROA, FRANCISCO;Ciclovías mano doble;5;Almagro;129.10;2024;tarde;74
